experiment_name,l2_norm_clip,noise_multiplier,learning_rate,class_weight_positive,batch_size,epochs,epsilon,delta,train_seconds,accuracy,precision,recall,f1,roc_auc,pr_auc,threshold,confusion_matrix,loss_history,pred_mean,pred_median,pred_std,pred_p90,pred_p99,pred_max,pred_n_unique_rounded4
confirmation_best_config_meaningful_privacy,20.0,1.1,0.0015304852121831463,27.68130847796586,256,11,45.572766011141525,1e-05,291.540321999928,0.036661257320256824,0.036661257320256824,1.0,0.07072948286892722,0.30084068934466013,0.02993034080386958,0.0,"{'true_negative': 0, 'false_positive': 68267, 'false_negative': 0, 'true_positive': 2598}","[1465.82861328125, 318.877685546875, 334.19879150390625, 278.4424743652344, 296.00048828125, 306.91961669921875, 284.65777587890625, 259.54022216796875, 284.26495361328125, 283.93133544921875, 309.53460693359375]",0.00804156344383955,0.0010942432563751936,0.01399300154298544,0.024899378418922424,0.06254015117883682,0.5522629618644714,952
confirmation_best_config_weaker_privacy,20.0,0.6,0.0015304852121831463,27.68130847796586,256,11,112.24392565793273,1e-05,266.91978609992657,0.9494814083115783,0.11031746031746031,0.05350269438029253,0.0720580611715915,0.33442056854762625,0.04434935781933605,0.05445622652769089,"{'true_negative': 67146, 'false_positive': 1121, 'false_negative': 2459, 'true_positive': 139}","[726.7052001953125, 171.79815673828125, 170.35618591308594, 170.7406005859375, 170.47645568847656, 161.82638549804688, 168.04708862304688, 154.4222412109375, 169.06768798828125, 165.6306915283203, 185.67550659179688]",0.01061416044831276,0.0016499946359544992,0.04658325016498566,0.025458889082074165,0.06552001088857651,1.0,1066
