,0
categorical__R_emaildomain_grouped_yahoo.com.mx,0.00011863868009074403
categorical__id_15_Unknown,0.00011652680889659715
categorical__R_emaildomain_grouped_other,0.00010114294977326389
categorical__R_emaildomain_grouped_outlook.com,7.044684760934038e-05
categorical__card6_missing,3.81630588231157e-05
categorical__R_emaildomain_grouped_aol.com,3.46133945382616e-05
categorical__R_emaildomain_grouped_icloud.com,1.4290857710200312e-05
categorical__R_emaildomain_grouped_live.com,1.2899978915256196e-05
categorical__R_emaildomain_grouped_comcast.net,4.430135131297426e-06
categorical__R_emaildomain_grouped_live.com.mx,2.9670898003159426e-06
categorical__R_emaildomain_grouped_msn.com,7.251841007570744e-07
categorical__id_34_match_status:0,3.220286747644627e-07
categorical__card6_debit or credit,0.0
categorical__R_emaildomain_grouped_verizon.net,0.0
categorical__R_emaildomain_grouped_me.com,0.0
categorical__card6_charge card,0.0
categorical__R_emaildomain_grouped_sbcglobal.net,0.0
categorical__id_34_match_status:-1,0.0
