noise_multiplier,epsilon,pr_auc,roc_auc
0.6,112.24392565793273,0.046711351561607994,0.3952987067387321
0.8,72.42404047319575,0.03229733997243884,0.3068096052865288
1.1,45.572766011141525,0.037999871389896786,0.3080665202258581
1.5,29.678513550445416,0.04680443505672349,0.3228643497146608
2.0,20.25918687613612,0.04108899695764396,0.3193322046761711
