attribute,group,reference_group,n_group,n_reference,spd,spd_ci_lower,spd_ci_upper,spd_significant,dir,dir_ci_lower,dir_ci_upper,dir_significant,eod,eod_ci_lower,eod_ci_upper,eod_significant,aod,aod_ci_lower,aod_ci_upper,aod_significant
card6,credit,debit,27270,90095,0.0423683548960553,0.03950862688984551,0.04528351495822576,True,3.996214234191603,3.700832261182718,4.2977178025803955,True,0.18903753827092834,0.16060276795974948,0.21880851608689103,True,0.10373122070444031,0.08938955561187124,0.11895221932667255,True
card4,american express,visa,1126,76626,0.009159480485571334,-0.0007029269151138423,0.01990965529835371,False,1.401518507830314,0.9681070418825176,1.883800081949608,False,0.02095024317246541,-0.15167641808277116,0.2015006760052301,False,0.016009261373763,-0.07178264767508652,0.1067380815139914,False
card4,discover,visa,1257,76626,0.048786945014581876,0.034777558724155465,0.06289304053591484,True,3.1386432772810933,2.4949707485482207,3.7909000647628623,True,-0.03161076514075528,-0.12047462516734395,0.059613780042115865,False,0.0006437342803456356,-0.04567125537214066,0.04863082996170919,False
card4,mastercard,visa,38355,76626,0.001721858735134349,-0.00011676296045393724,0.0035093212014522417,False,1.0754800614636182,0.9950007064602671,1.157693057145206,False,0.050366355515407024,0.016865986877323186,0.08533063422029817,True,0.025811522787654965,0.00859778017004259,0.04310816203499087,True
DeviceType,mobile,desktop,9552,13620,0.020742294438418227,0.013170888399412625,0.028289008367830343,True,1.2540558005856621,1.1567057507367478,1.360890742799408,True,-0.11185531640077095,-0.15116392427637423,-0.07152831277709686,True,-0.05036127842506515,-0.06987190560988986,-0.029650932130085107,True
